ground_truth_index,row_in_group,g_leak,g_K,g_Na,stored_spike_count_distance,stored_dtw_distance
28,12891,0.0007067668227430521,0.40729307997576775,1.613451162773403,2,4106.2877564582295
28,13396,0.0007057962560643845,0.4085085000872858,1.6194567553964354,2,4103.76337305039
28,13409,0.0007068900158651695,0.40779100381872796,1.6162919222943013,2,4075.637861875431
28,13692,0.0006983739787390053,0.32803476145446425,1.5680020752135466,2,4077.9224085159112
28,13853,0.0006995243680527992,0.3803636223685576,1.548414999307379,2,4055.6254605475897
28,14001,0.0006995471709767665,0.3830048498867351,1.5404035669855825,2,4078.4535136448626
28,14075,0.0006995847807243145,0.38813134340778965,1.5571514900580155,2,4053.7228691828705
28,14593,0.0006991682129997968,0.3845785133699706,1.5455525548153695,2,4051.8860213707208
28,14667,0.000808832442420416,0.9151251991135831,2.8712626329223636,2,4756.822236738731
28,14704,0.0007309641214980653,0.502318817636977,1.875047548344837,2,4255.6386387821585
28,14963,0.0006992805902588233,0.3825628517532619,1.5567486842949134,2,4040.79658571741
28,15074,0.0008103560567898969,0.9545122051557937,2.883465860628624,2,4740.040963604132
28,15357,0.0006990381042264049,0.33120726324384026,1.571202673609646,2,4130.911261508368
28,15518,0.0007307910588883697,0.5214953108377105,1.8521355858196338,2,4356.7230778738485
28,15814,0.0007307643267500596,0.5017861884023265,1.8805885040300552,2,4270.561916145373
28,15851,0.0007307640475162549,0.5160885056533038,1.8729305165707555,2,4242.8387331180065
28,15962,0.0007004011940713654,0.3778864036131879,1.5615609812877136,2,4070.9632323740575
28,15986,0.0006993089115478519,0.33246608137148775,1.580387238252332,2,4070.198807970153
28,16171,0.0006989668770969015,0.38059456835528965,1.5539851077505598,2,4012.691219226922
28,16184,0.0007000606368976865,0.3798770720867318,1.5508202746484256,2,4095.3078611599985
28,16221,0.0006997876718251413,0.37948944851569194,1.5620170153235537,2,4043.218151328486
28,16258,0.0006998642594147799,0.38128527551037933,1.5518119001595583,2,4070.023543270502
28,16591,0.0006999602027809925,0.38803791889794326,1.5583540399705924,2,4040.917559154567
28,16850,0.000700037616081009,0.3776879162529022,1.5561273720460447,2,4052.36867879764
28,17035,0.0006989772555985359,0.37716703361654097,1.549250121985007,2,4058.9165911648333
28,17146,0.0006981619598148667,0.3790858443233184,1.535624971927691,2,4057.049436293574
28,17183,0.0007311766489939901,0.5211374750701089,1.8659581240516374,2,4276.067868851114
28,17220,0.0006981721404905786,0.36895072228588704,1.5425670111220393,2,4021.430643977978
28,17405,0.0008006142920418026,0.8655232655466434,2.7523015306901906,2,4668.455981250306
28,17442,0.0006983250232984148,0.3666880493426709,1.544322370941608,2,4001.3516349624538
28,17812,0.0006984112790505701,0.3786077205630089,1.5486091252275316,2,4002.1615160685255
28,17886,0.0006980625337945103,0.3799017397430434,1.5425698696045,2,4068.9077940296443
28,17960,0.0006977194360005745,0.3742839607972252,1.5417667891232465,2,4054.8908830417777
28,17997,0.0006977651813693222,0.36712190936769235,1.5365922024747403,2,4012.805607744757
28,18108,0.0007312417973047409,0.5189918571071237,1.8782133899325546,2,4241.990306412828
28,18219,0.0007965093234543155,0.8711991648621311,2.676521014069206,2,4692.343326673577
28,18391,0.0007301183724727931,0.5116578384213626,1.8696957310597337,2,4278.539874684056
28,18404,0.0007312121322735781,0.5109403421528047,1.8665308979575996,2,4292.464635866548
28,18478,0.0006979738611024796,0.380510900064507,1.5417498058932848,2,4031.852398976047
28,18539,0.0007301033671534943,0.511995437880452,1.8687133481183718,2,4261.657846995706
28,18552,0.0007311971269542793,0.5112779416118941,1.8655485150162376,2,4273.394108949014
28,18589,0.0006980381137946506,0.3762900305007491,1.5379977973365615,2,4003.071029378785
28,18737,0.0006984493617177395,0.36890877552356954,1.5410737704285609,2,4039.2003823129317
28,19181,0.0006988999729851073,0.3837523891112495,1.5472912371190688,2,4035.990612467007
28,19218,0.0006989103081525429,0.3715791850512485,1.547874386019162,2,4046.3433071001296
28,19477,0.0006987542966094611,0.38014975569216364,1.5489081603116146,2,4036.205031191699
28,19662,0.000803136199392088,0.8793359710309059,2.7928345013323286,2,4680.135503692854
28,19810,0.0006985003080746902,0.3746191104555889,1.5453330127947402,2,4025.224995185898
28,20143,0.0008048028142671046,0.8948824038108143,2.823127865922613,2,4661.510146062685
28,20180,0.0006986172219296683,0.38104335612898416,1.529023528818318,2,4044.6981515442617
28,20291,0.0006986676819760486,0.3722735825252105,1.5425248664937428,2,4032.1320148680097
28,20365,0.0007033921141913271,0.3867793592773324,1.595015819443638,2,4061.5405466621837
28,20500,0.0007013354046285851,0.3946165242971075,1.5721301983979956,2,4077.661176424899
28,20513,0.00070242916442937,0.39389902802854965,1.5689653652958615,2,4138.046500796174
28,20611,0.0007013929202787588,0.33777419144164844,1.5951618673824697,2,4157.967146918433
28,21203,0.0007016299870821597,0.3934956373071273,1.5820325802978303,2,4063.641867841618
28,21216,0.0007027237468829446,0.39277814103856945,1.5788677471956962,2,4048.3947246101857
28,21327,0.0007303796748983735,0.5063548951309991,1.8682276426424733,2,4264.713127316816
28,21401,0.0007303782146684128,0.4989124727866972,1.8775921881407185,2,4220.392503121317
28,21734,0.0007303491601327034,0.5086138008961579,1.870901078983397,2,4235.166610497854
28,21771,0.000730341782806653,0.501372256081823,1.8694941937540255,2,4278.657704998864
